timestamp,temp,humidity,mic_peak
1745472412611,24.3,31.8,0
1745472414474,23.4,32.2,0
1745472416585,23.4,36.2,0
1745472418676,23.5,47.1,0
1745472420783,23.5,45.5,0
1745472422893,23.6,44.4,0
1745472426922,23.6,43.3,0
1745472428894,23.6,41.8,0
1745472430888,23.6,41.8,0
1745472433106,23.6,41.5,0
1745472435212,23.6,40.6,0
1745472437467,23.6,40,0
1745472443088,23.6,39.2,0
1745472446395,23.6,38.7,0
1745472448542,23.6,38.7,0
1745472451060,23.6,38.5,0
1745472452997,23.6,38.1,0
1745472455324,23.6,37.8,0
1745472458868,23.6,37.5,0
