timestamp,temp,humidity,mic_peak
1745240113035,32.5,21.3,0
1745240115034,32.5,26,0
1745240117080,32.6,21.3,0
1745240119080,32.5,26,0
1745240121104,32.6,26,0
1745240123128,32.6,26,0
1745240125174,32.6,36.3,0
1745240127180,32.5,21.3,0
1745240129216,32.5,21.3,0
1745240131232,32.6,21.3,0
1745240133274,32.6,25.3,0
1745240135279,32.6,26,368
1745240137343,32.6,26,0
1745240139533,33.1,21.1,552
1745240141569,32.6,26,0
1745240143584,32.7,21.3,0
1745240145610,32.6,21.3,0
1745240147632,32.6,21.3,0
1745240149662,32.6,31.9,0
1745240151683,32.7,26,0
1745240153708,32.6,18.8,0
1745240155733,32.7,26,0
1745240157759,32.6,21.3,0
1745240159783,32.7,21.3,0
1745240161808,32.7,18.8,152
1745240163833,32.6,21.3,0
1745240165858,32.6,26,0
1745240167883,32.6,26,0
1745240169908,33.1,36.1,0
1745240171934,32.6,21.3,0
1745240173959,32.7,31.9,0
1745240175985,32.7,26,144
1745240178009,32.7,36.3,0
1745240180035,32.6,21.3,0
1745240182060,32.7,21.3,0
1745240184085,32.7,23,0
1745240186109,32.7,26,0
1745240188136,32.7,21.3,0
1745240190160,32.7,26,208
1745240192186,32.7,21.3,0
1745240194211,32.7,21.3,0
1745240196235,32.7,21.3,0
1745240198261,32.5,31.9,0
1745240200314,32.7,36.3,0
1745240202307,32.7,26,0
1745240204362,32.7,21.3,202
