timestamp,temp,humidity,mic_peak
1745435199782,32.1,32.1,0
1745435201625,32.4,32,0
1745435203622,32.4,32,0
1745435205673,32.3,18.9,0
1745435207672,32.4,18.9,130
1745435209727,32.4,32,0
1745435211721,32.4,32,0
1745435213769,32.4,18.9,0
1745435215771,32.4,32,0
1745435217824,32.4,20,0
1745435219821,32.4,32,0
1745435221875,32.4,18.9,0
1745435225082,32.4,32,0
1745435227095,32.3,18.9,0
1745435229119,32.4,18.9,0
1745435231145,32.4,23.1,0
1745435233169,32.4,18.9,0
1745435235195,32.4,18.9,0
1745435237221,32.4,18.9,0
