timestamp,temp,humidity,mic_peak
1745435829873,32.5,18.8,0
1745435834227,32.5,31.9,3672
1745435836228,32.5,18.8,904
1745435838267,32.5,18.8,0
1745435841728,32.5,18.8,878
1745435843745,32.5,31.9,984
1745435845798,32.5,25.3,960
1745435847801,32.5,18.8,0
1745435850636,32.5,25.3,454
1745435852662,32.8,42.2,0
1745435854686,32.5,20,0
1745435856710,32.5,25.3,0
1745435858735,32.5,42.3,0
1745435860761,32.5,42.3,0
1745435862786,32.5,20,1704
1745435864831,32.5,20,254
1745435866842,32.5,23,0
1745435870221,32.5,42.3,282
1745435872234,32.5,20,0
1745435875231,32.5,42.3,280
1745435879718,32.2,42.5,426
1745435883680,32.5,25.3,290
1745435885702,32.5,18.8,0
1745435887742,32.5,20,272
1745435889775,32.5,18.8,0
1745435891859,32.5,25.3,0
1745435894735,32.5,42.3,168
1745435896765,32.5,42.3,1126
1745435898794,32.5,42.3,0
1745435900815,32.5,25.3,0
1745435902844,32.5,25.3,0
1745435904865,32.5,25.3,0
1745435906895,32.5,42.3,0
1745435908916,32.5,25.3,0
1745435911736,32.5,25.3,826
1745435914233,32.5,18.8,424
1745435916707,32.6,35,1952
1745435918749,32.5,18.8,0
1745435920762,32.5,42.3,0
1745435922819,32.5,25.3,0
1745435927223,32.5,42.3,178
1745435929209,32.5,18.8,0
1745435931260,32.5,42.3,0
1745435933257,32.5,25.3,0
1745435935312,32.5,25.3,0
1745435939682,32.5,18.8,394
1745435941705,32.5,18.8,0
1745435943732,32.5,18.8,0
