timestamp,temp,humidity,mic_peak
1745309471669,23.9,33.9,0
1745309474585,24,34.4,472
1745309477184,24,34.7,320
1745309479443,24,34.8,950
1745309483188,23.9,34.5,1042
1745309484665,24.6,80,6490
1745309487517,24.9,81.9,11328
1745309493373,25.3,88.1,472
1745309496237,26,95.3,4096
1745309498785,26.1,97.3,366
1745309503814,26.1,98.1,482
1745309505452,26,97.3,422
1745309508106,26,97.3,482
1745309510763,26.3,98,2264
1745309512522,26.2,98.1,840
1745309514866,26,97.6,432
1745309517016,26,97,930
1745309520246,25.8,94.4,296
1745309523049,25.6,92.8,264
1745309525873,25.4,88.5,200
1745309527468,25.3,86.8,770
1745309530188,25.2,83.9,5690
1745309531931,25.1,80,374
1745309533808,25,76.4,9208
1745309536221,25.1,75,0
1745309538515,25,71.9,1200
1745309541176,24.9,68.7,150
1745309542990,24.8,64.8,712
1745309545743,24.8,61.3,1696
1745309547374,24.8,58.6,11376
1745309549433,24.8,59.1,8598
1745309551519,24.8,58.7,346
1745309553678,24.8,58.7,0
1745309555831,24.8,58.9,5434
1745309557726,24.8,57.8,0
1745309559923,24.8,58.9,970
1745309562580,24.8,58.6,554
1745309564729,24.8,57.3,1270
1745309566883,24.8,54.8,5454
1745309569541,24.8,52.8,294
1745309571349,24.9,53.8,15210
1745309573300,24.8,55.1,3242
1745309576303,24.8,54.2,456
1745309578111,24.8,52.7,816
1745309580355,24.8,55.1,1050
