timestamp,temp,humidity,mic_peak
1745243982913,32.5,23,0
1745243984939,32.6,20,0
1745243986963,32.5,23,0
1745243988996,32.5,25.7,0
1745243991013,32.5,22.6,366
1745243993042,32.5,25.7,0
1745243995063,32.5,25.7,0
1745243997088,32.8,32.5,0
1745243999112,32.5,25.7,0
1745244001140,32.5,25.7,0
1745244003162,32.5,25.7,0
1745244005188,32.5,25.7,0
1745244007212,32.5,25.7,0
1745244009239,32.5,25.7,0
1745244011263,32.5,23,0
1745244013287,32.5,23,0
1745244015313,32.5,20,0
1745244017336,32.5,16.4,0
1745244019363,32.5,25.7,1768
