timestamp,temp,humidity,mic_peak
1745473531969,23.3,36.5,0
1745473534019,23,35.2,0
1745473535980,23,35.3,0
1745473538052,23,35.1,0
1745473541010,23,35,0
1745473543043,22.9,35,0
1745473545970,22.9,35.1,0
1745473552156,22.9,35,0
1745473556411,22.8,35,0
1745473559228,22.8,35.1,0
1745473561684,22.7,35.2,0
1745473563845,22.7,35.2,0
1745473566245,22.7,35.2,0
1745473569774,22.7,35.3,0
1745473571834,22.6,35.5,0
1745473573913,22.6,35.6,0
1745473576384,22.6,35.7,0
1745473578562,22.6,35.7,0
1745473584765,22.7,35.6,0
1745473585026,22.6,35.9,0
1745473587133,22.6,35.7,0
1745473589487,22.5,35.8,0
1745473591779,22.5,35.8,0
1745473594338,22.5,35.8,0
1745473596269,22.5,35.9,0
1745473598454,22.5,35.9,0
1745473600800,22.5,35.9,0
1745473602718,22.5,35.8,0
1745473606497,22.5,36,0
1745473608751,22.4,35.8,0
1745473611006,22.4,35.8,0
1745473614277,22.3,35.8,0
1745473616321,22.3,36,0
1745473618311,22.4,36,0
1745473620315,22.3,36.1,0
1745473622541,22.3,36.1,0
1745473624601,22.3,36.2,0
1745473626574,22.3,36.2,0
1745473628763,22.3,36.2,0
1745473630651,22.3,36.3,0
1745473632706,22.2,36.4,0
1745473634697,22.2,36.4,0
1745473636701,22.2,36.4,0
1745473638847,22.2,36.4,0
1745473640875,22.2,36.5,0
1745473642857,22.2,36.5,0
1745473644885,22.2,36.5,0
1745473646916,22.2,36.5,0
1745473648904,22.2,36.5,0
1745473651052,22.2,36.6,0
1745473653023,22.2,36.6,0
1745473655068,22.2,36.7,0
1745473657179,22.1,36.9,0
1745473659126,22.1,36.9,0
1745473661165,22.1,36.9,0
1745473663229,22,37,0
1745473665293,22.1,37,0
1745473667276,22.1,37.1,0
1745473669270,22.1,37,0
1745473671323,22.1,37.2,0
1745473673340,22,37.3,0
1745473675409,22,37.3,0
1745473677444,22.1,37.2,0
1745473679451,21.9,37.6,0
1745473681756,22.1,37.5,0
1745473683696,22,37.6,0
1745473685745,22,37.6,0
1745473688312,22,37.6,0
1745473690666,22,37.6,0
1745473692757,22.1,37.6,0
1745473694738,22.1,37.7,0
1745473696786,22,37.8,0
1745473699257,22.1,37.7,0
1745473701255,22,37.9,0
1745473703257,22.1,37.7,0
1745473705302,22.1,37.7,0
1745473707443,22.1,37.7,0
1745473709439,22.1,37.7,0
1745473711540,22.1,37.6,0
1745473713607,22.1,37.6,0
1745473715650,22,37.7,0
