timestamp,temp,humidity,mic_peak
1745351849873,31.4,24.5,0
1745351851710,31.9,35.3,0
1745351853736,32.1,24.2,0
1745351855761,31.9,24.3,0
1745351857789,31.4,35.5,416
1745351859811,31.9,24.3,0
1745351861836,31.9,24.3,0
1745351863868,31.9,23.3,0
1745351865887,31.9,24.3,0
1745351867911,31.9,35.3,0
1745351869936,32,23.2,0
1745351871960,31.9,35.3,0
1745351873986,31.9,20,0
1745351876013,31.8,24.3,0
1745351878037,31.8,24.3,0
1745351880061,31.8,24.3,0
1745351882086,31.8,24.3,0
1745351884112,31.8,35.3,0
1745351886140,31.8,24.3,184
1745351888164,31.9,35.3,0
1745351890187,31.8,24.3,0
