timestamp,temp,humidity,mic_peak
1745436108539,32.5,20.9,0
1745436110724,32.5,31.9,118
1745436112777,32.5,25.3,0
1745436114773,32.5,42.3,0
1745436116831,32.5,25.3,0
1745436118823,32.6,25.3,0
1745436120878,32.5,25.7,0
1745436122874,32.5,23,0
1745436124929,32.5,32.6,0
1745436126923,32.6,20,0
1745436128979,32.5,22.6,0
1745436130973,32.5,20.9,0
1745436133036,32.6,20.9,0
1745436135024,32.6,22.6,0
1745436137078,32.7,16.4,0
1745436139074,32.6,20,0
1745436141132,32.5,22.6,0
1745436143123,32.6,22.6,0
1745436145178,32.6,24.1,0
1745436147175,32.5,24.1,0
1745436149227,32.6,25.4,0
1745436151224,32.6,36.6,0
1745436153278,32.8,19.8,0
1745436155275,32.6,22.6,336
1745436157329,32.7,20.9,0
1745436159325,32.7,20.9,0
1745436161375,32.6,20,0
1745436163376,32.7,20,0
1745436165428,32.7,20.9,0
1745436167425,32.7,20,0
1745436169479,32.6,20,0
1745436171748,32.7,25.4,168
1745436173740,32.7,20,0
1745436175776,32.7,22.6,0
1745436177790,32.7,24.1,0
